year,month,month_day,date_mm_dd_yyyy,any_birds_found_on_route_shift,route_shift,route_name,building_name,building_face_direction,species,found_dead_alive,picture_url_google_photos_album
2019,9,2019-09-17,2019-09-17,Yes,PM,South Quad,Agricultural Engineering Sciences Building_8,West,Swainson's Thrush_Catharus ustulatus,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNaB4K8j1dgnkWgFODSykeq3dGnzGF2cySf1uk?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-18,2019-09-18,Yes,AM,Main Quad,Burrill Hall_138,South,Magnolia Warbler_Setophaga magnolia,Dead,https://photos.app.goo.gl/onDqCWHxLRtVtdct5
2019,9,2019-09-18,2019-09-18,No,PM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-18,2019-09-18,No,AM,North Quad,Siebel Center for Computer Science_563,NA,NA,NA,NA
2019,9,2019-09-18,2019-09-18,No,AM,North Quad,North Campus Parking Deck_1094,NA,NA,NA,NA
2019,9,2019-09-18,2019-09-18,No,AM,North Quad,Beckman Institute_228,NA,NA,NA,NA
2019,9,2019-09-18,2019-09-18,Yes,AM,North Quad,Coordinated Science Laboratory_148,West,Golden-winged Warbler_Vermivora chrysoptera,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMFSacOktqoLCahqbgtH_Z2JAxWN_876YqgT6BB?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-18,2019-09-18,Yes,AM,North Quad,Electrical and Computer Engineering_409,East,Brown Thrasher_Toxostoma rufum,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOrsGXFHpQVot0mvD2jnkQWVooOLvzvfqDCnbyq?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-18,2019-09-18,Yes,AM,North Quad,Micro and Nanotechnology Laboratory_237,East,Yellow Warbler_Setophaga petechia,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMxzIwp-s4Jg7sko90lcrDXisrnlA1x_Q70w-hG?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-18,2019-09-18,No,AM,North Quad,Grainger Engineering Library Information Center_324,NA,NA,NA,NA
2019,9,2019-09-18,2019-09-18,No,AM,North Quad,Everitt Electrical & Computer Engineering Laboratory_37,NA,NA,NA,NA
2019,9,2019-09-18,2019-09-18,Yes,PM,North Quad,Beckman Institute_228,South,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOVW9JL8NIGhvpMm14XUJaVq9zKBF44o7qDLORW?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-18,2019-09-18,Yes,PM,North Quad,Beckman Institute_228,South,Black-and-white Warbler_Mniotilta varia,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMDG_HQs3BTUw9U01Peeu7ooGCYvCD3U3tQYAGw?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-18,2019-09-18,Yes,PM,North Quad,Beckman Institute_228,South,Swainson's Thrush_Catharus ustulatus,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOvm4sB_R4dMpRyXQ8wswdNGiNvtBSvPxTtQfQC?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-18,2019-09-18,Yes,PM,North Quad,Beckman Institute_228,South,Nashville Warbler_Oreothlypis ruficapilla,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNDI9DZbuxHFn1cmCNuIrgMXCwnUKMF8NgOLZSH?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-18,2019-09-18,Yes,PM,North Quad,Electrical and Computer Engineering_409,East,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMZsiy3Z_x3emA8LodxYITOKl0L60c5qeEwJYiT?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-18,2019-09-18,Yes,AM,South Quad,Agricultural Engineering Sciences Building_8,South,Unidentifiable,Dead,https://photos.app.goo.gl/v5Wg1SHGBm1rNdeg9
2019,9,2019-09-18,2019-09-18,Yes,AM,South Quad,Temple Hoyne Buell Hall_339,South,Acadian Flycatcher_Empidonax virescens,Alive,https://photos.app.goo.gl/4dkVRrVvFXx85tZY9; https://photos.app.goo.gl/wS9AYeEHnX5xVyLi9
2019,9,2019-09-18,2019-09-18,Yes,AM,South Quad,Business Instructional Facility_1206,South,Swainson's Thrush_Catharus ustulatus,Dead,https://photos.app.goo.gl/SVCgj1cdb5nwB3gcA; https://photos.app.goo.gl/LtvAaTgVha4ummTR6
2019,9,2019-09-18,2019-09-18,Yes,AM,South Quad,Agricultural Engineering Sciences Building_8,West,Swainson's Thrush_Catharus ustulatus,Dead,https://photos.app.goo.gl/Fbx9j8319mZ9Cvsr6
2019,9,2019-09-18,2019-09-18,No,PM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-19,2019-09-19,No,AM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-19,2019-09-19,No,PM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-19,2019-09-19,No,AM,Main Quad,"Center for Wounded Veterans, IGB, Morill, Chem+Life Sciences",NA,NA,NA,NA
2019,9,2019-09-19,2019-09-19,Yes,AM,North Quad,Everitt Electrical & Computer Engineering Laboratory_37,North,Tennessee Warbler_Oreothlypis peregrina,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipN0f4iU8YDUEU2kmchwAwxZjBHd-JoSLkMAgG78?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-19,2019-09-19,Yes,PM,North Quad,Electrical and Computer Engineering_409,South,Tennessee Warbler_Oreothlypis peregrina,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipN0yDcuExIBuMjNIz2fOSMrMrqfSb-cQ9Z-kaZ7?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-19,2019-09-19,No,AM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-19,2019-09-19,Yes,PM,South Quad,Agricultural Engineering Sciences Building_8,West,Yellow-rumped Warbler_Setophaga coronata,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNv118ANduTgpnCCWhPx-wN_rWWHPpfl4msCQQx?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-20,2019-09-20,No,AM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-20,2019-09-20,No,AM,North Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-20,2019-09-20,Yes,PM,North Quad,Beckman Institute_228,North,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOjiKvw_RZVDJdKKQoLffeDR8H-tPD3oGNQ2zzG?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-20,2019-09-20,Yes,PM,North Quad,Beckman Institute_228,South,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNnSJ8TBnBjyyaEI6DLeIMsOEqfapp--Uve250Q?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-20,2019-09-20,Yes,PM,North Quad,Coordinated Science Laboratory_148,West,Bay-breasted Warbler_Setophaga castanea,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOgGvn27YryCaVQNUUqXWGortCV7fbjhrr7N0R7?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-20,2019-09-20,Yes,PM,North Quad,Coordinated Science Laboratory_148,West,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOHA0lNNCS_s1UU-qwt6j3yugEehK5_XLLnaBbI?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-20,2019-09-20,Yes,PM,North Quad,Electrical and Computer Engineering_409,South,Tennessee Warbler_Oreothlypis peregrina,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNUZOzJeGvIQuQnP8wCY3kHs6BpioeNM69f8j12?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-20,2019-09-20,Yes,PM,North Quad,Electrical and Computer Engineering_409,South,Ovenbird_Seiurus aurocapilla,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP1qQ1gdiRzQZE1qssMWiQsIzye938I-kiqkeAl?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-20,2019-09-20,Yes,AM,South Quad,Temple Hoyne Buell Hall_339,West,Wilson's Warbler_Cardellina pusilla,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipO1WVBbXt6IPQC8cEB7tygAS_cJNNp6IIx6T_hp?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-20,2019-09-20,Yes,PM,South Quad,Law Building_156,South,Blackpoll Warbler_Setophaga striata,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipN-PCH1Udp9t60GuyzTHxHaLNUb3xb3S71Cs9Wt?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-21,2019-09-21,No,AM,Main Quad,All buildings of route,NA,NA,NA,NA
2019,9,2019-09-21,2019-09-21,Yes,PM,Main Quad,Chemical & Life Sciences Laboratory_70,North,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPjrGCSkidT98w8O1h7edH1dmuQ5alnrJQhb6o9?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-21,2019-09-21,Yes,AM,North Quad,Digital Computer Laboratory_210,North,Swainson's Thrush_Catharus ustulatus,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMfsuoQK3ZQ9WpmfDXD77IzDv7sJAbMBO7aDbHr?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-21,2019-09-21,Yes,AM,North Quad,Newmark Civil Engineering Building_24,East,Ovenbird_Seiurus aurocapilla,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMa76fjdYfrufBVtqgLiveOvaC4rhYZUlrtUK9W?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-21,2019-09-21,Yes,AM,North Quad,Grainger Engineering Library Information Center_324,North,American Robin_Turdus migratorius,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOb7obI29XZZpATt4mcYY8dXbSSFtR6TLmknP8e?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-21,2019-09-21,Yes,AM,North Quad,Beckman Institute_228,West,Bay-breasted Warbler_Setophaga castanea,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPBtei0CskIBk9Qwk3jnoaaEwWaMnexKoj57zIy?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-21,2019-09-21,Yes,AM,North Quad,Micro and Nanotechnology Laboratory_237,North,Bay-breasted Warbler_Setophaga castanea,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNbFdONGNgvrUMgj_2I8fh0YV4H0jBpvCmbRe-R?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-21,2019-09-21,Yes,AM,North Quad,Coordinated Science Laboratory_148,West,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMtK7QYGmPJJGHDboiFlmF0XySdcUrODKvecgeE?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-21,2019-09-21,Yes,PM,North Quad,Beckman Institute_228,East,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMQ9h8ET25vUlzxlDVne5o8iR0Hu6pSV68CQydb?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-21,2019-09-21,No,AM,South Quad,All buildings of route,NA,NA,NA,NA
2019,9,2019-09-21,2019-09-21,No,PM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-22,2019-09-22,Yes,AM,Main Quad,Chemistry Annex_10,North,thrush sp.,Dead,https://photos.app.goo.gl/6qZwxmQoxb2w16sRA
2019,9,2019-09-22,2019-09-22,No,PM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-22,2019-09-22,Yes,AM,North Quad,North Campus Parking Deck_1094,North,Bay-breasted Warbler_Setophaga castanea,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNosCAsXA5QIx-Gms3Tf6dgpGX59u4IOjapXFvs?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-22,2019-09-22,Yes,AM,North Quad,Beckman Institute_228,South,Indigo Bunting_Passerina cyanea,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP8azHSAGAkznwcKDMpUnTTOcnHDRN7P9IqDpoU?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-22,2019-09-22,Yes,AM,North Quad,Beckman Institute_228,West,Chestnut-sided Warbler_Setophaga pensylvanica,Alive,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMuV3hXKbNPKRBn9gGUmgBTd1xQ3OcpI-A_PHXk?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-22,2019-09-22,No,PM,North Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-22,2019-09-22,Yes,AM,Other (explain in notes),Agricultural Engineering Sciences Building_8,West,Unidentifiable,Dead,https://photos.app.goo.gl/M2eFndapRVGdUZmW9
2019,9,2019-09-22,2019-09-22,No,AM,South Quad,All buildings of route,NA,NA,NA,NA
2019,9,2019-09-22,2019-09-22,No,PM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-23,2019-09-23,No,AM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-23,2019-09-23,No,PM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-23,2019-09-23,No,PM,North Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-23,2019-09-23,No,AM,North Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-23,2019-09-23,No,AM,South Quad,All buildings of route,NA,NA,NA,NA
2019,9,2019-09-23,2019-09-23,No,PM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-24,2019-09-24,No,AM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-24,2019-09-24,Yes,PM,Main Quad,Center for Wounded Veterans in Higher Education_1494,East,NA,Dead,NA
2019,9,2019-09-24,2019-09-24,Yes,PM,Main Quad,Morrill Hall_242,West,Unidentifiable,Dead,NA
2019,9,2019-09-24,2019-09-24,Yes,PM,North Quad,National Center for Supercomputing Applications_564,North,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNxAigTpQrs5SC5rAhp-JY9ADX3yzdUNxMXn8U1?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-24,2019-09-24,Yes,PM,North Quad,Beckman Institute_228,North,Rose-breasted Grosbeak_Pheucticus ludovicianus,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOgr3v5wk-0-zbD_uixhpWyH9QddeCMTQ3M1pAn?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-24,2019-09-24,Yes,PM,North Quad,National Center for Supercomputing Applications_564,North,Orange-crowned Warbler_Oreothlypis celata,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNF_lhLSsIvqin49FE_ceE_8RQinmMYbjCCh_5b?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-24,2019-09-24,Yes,AM,South Quad,Business Instructional Facility_1206,South,Swainson's Thrush_Catharus ustulatus,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMBzAGuMqx0Vo3TOlcPRKpQeCxT5-CzIVMFOOYV?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-24,2019-09-24,Yes,NA,South Quad,Education Building_160,West,Magnolia Warbler_Setophaga magnolia,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPYwIMOjnulu75bPwzYTbYBDolLWKbFydfiJwYV?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-25,2019-09-25,Yes,AM,Main Quad,Chemical & Life Sciences Laboratory_70,East,Tennessee Warbler_Oreothlypis peregrina,Dead,https://photos.app.goo.gl/4g4vv295oJyzDWmc9
2019,9,2019-09-25,2019-09-25,Yes,AM,North Quad,Siebel Center for Computer Science_563,East,Tennessee Warbler_Oreothlypis peregrina,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOVonMo_UYY5YzZq6KOzID9rHbY5Q66lrJKzC5p?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-25,2019-09-25,No,AM,North Quad,North Campus Parking Deck_1094,NA,NA,NA,NA
2019,9,2019-09-25,2019-09-25,No,AM,North Quad,Beckman Institute_228,NA,NA,NA,NA
2019,9,2019-09-25,2019-09-25,No,AM,North Quad,Coordinated Science Laboratory_148,NA,NA,NA,NA
2019,9,2019-09-25,2019-09-25,No,AM,North Quad,Electrical and Computer Engineering_409,NA,NA,NA,NA
2019,9,2019-09-25,2019-09-25,No,AM,North Quad,Micro and Nanotechnology Laboratory_237,NA,NA,NA,NA
2019,9,2019-09-25,2019-09-25,No,AM,North Quad,Grainger Engineering Library Information Center_324,NA,NA,NA,NA
2019,9,2019-09-25,2019-09-25,No,AM,North Quad,Everitt Electrical & Computer Engineering Laboratory_37,NA,NA,NA,NA
2019,9,2019-09-25,2019-09-25,Yes,AM,Other (explain in notes),Chemical & Life Sciences Laboratory_70,West,Tennessee Warbler_Oreothlypis peregrina,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNxdBsfhFbcfP-vyhRtIkuypn_dP0n0FuiouVV6?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-25,2019-09-25,Yes,AM,South Quad,Agricultural Engineering Sciences Building_8,West,Nashville Warbler_Oreothlypis ruficapilla,Alive,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNDacM9hpZ-BEDOpzAZH7h_exh4cfYF06VZHSzF?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-25,2019-09-25,No,PM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-26,2019-09-26,Yes,AM,Main Quad,Library_41,South,Blackburnian Warbler_Setophaga fusca,Dead,https://photos.app.goo.gl/jSVkKqHdoW39Zhc79
2019,9,2019-09-26,2019-09-26,Yes,PM,Main Quad,Chemical & Life Sciences Laboratory_70,East,Tennessee Warbler_Oreothlypis peregrina,Dead,Will add later
2019,9,2019-09-26,2019-09-26,Yes,PM,Main Quad,Roger Adams Laboratory_116,North,Tennessee Warbler_Oreothlypis peregrina,Dead,Will add later
2019,9,2019-09-26,2019-09-26,Yes,PM,Main Quad,Chemical & Life Sciences Laboratory_70,West,Swainson's Thrush_Catharus ustulatus,Dead,Will add later
2019,9,2019-09-26,2019-09-26,Yes,PM,Main Quad,Chemical & Life Sciences Laboratory_70,West,Unidentifiable,Dead,Will add later
2019,9,2019-09-26,2019-09-26,Yes,PM,Main Quad,Chemical & Life Sciences Laboratory_70,North,American Redstart_Setophaga ruticilla,Dead,Will add later
2019,9,2019-09-26,2019-09-26,Yes,PM,Main Quad,Chemical & Life Sciences Laboratory_70,North,Rose-breasted Grosbeak_Pheucticus ludovicianus,Dead,Will add later
2019,9,2019-09-26,2019-09-26,Yes,PM,Main Quad,Chemical & Life Sciences Laboratory_70,East,Tennessee Warbler_Oreothlypis peregrina,Dead,Will add later
2019,9,2019-09-26,2019-09-26,Yes,PM,Main Quad,Chemistry Annex_10,North,Swainson's Thrush_Catharus ustulatus,Dead,Will add later
2019,9,2019-09-26,2019-09-26,Yes,PM,Main Quad,Illini Union Bookstore_106,NA,Unidentifiable,Dead,NA
2019,9,2019-09-26,2019-09-26,Yes,PM,North Quad,Coordinated Science Laboratory_148,North,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP_5__VkDdeG2jVaakIxRptYULYnqnvmCNyaBNy?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-26,2019-09-26,Yes,PM,North Quad,Coordinated Science Laboratory_148,West,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipODkB9QRf62ZQA1lADRiQzsRZqA_rBeLqu8AFxo?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-26,2019-09-26,Yes,PM,North Quad,Beckman Institute_228,South,House Wren_Troglodytes aedon,Alive,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPxzR8a5nPBpCFkUJlv_lfkAHTa19T6BTlgC8e9?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-26,2019-09-26,Yes,PM,North Quad,Electrical and Computer Engineering_409,North,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNf3xX5M426WIlILeAXn4KlDPN5mM8HTydh1Ojh?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-26,2019-09-26,Yes,AM,South Quad,Business Instructional Facility_1206,South,Common Yellowthroat_Geothlypis trichas,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMWkdBfxMjdF57261XVHCRv8uemWbgEc6svIDAC?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
